r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win,id
13,26,14,114,33,103,35,19,82,129,False,7629756381
21,2,85,90,26,28,123,49,45,41,False,7629658291
98,45,62,22,73,39,31,71,41,97,True,7634554067
114,65,110,61,18,49,97,53,41,98,False,7634523210
19,53,43,7,44,18,73,65,39,61,True,7634493488
63,3,21,71,61,98,86,47,109,44,True,7634459751
35,39,54,51,47,25,9,103,48,123,False,7634421355
61,123,8,80,20,23,91,120,72,54,True,7634403029
1,47,13,86,7,8,45,55,19,23,True,7633678428
15,90,5,93,14,65,19,29,21,120,True,7633631313
98,5,113,73,86,65,44,27,57,66,True,7633570693
15,19,10,88,22,106,48,110,71,112,True,7633037050
22,53,95,79,97,61,32,121,109,106,False,7633017008
61,14,114,19,52,26,53,2,73,98,True,7632295290
21,83,86,25,49,98,121,17,65,15,False,7632194196
91,47,23,136,48,13,62,59,41,6,True,7632162820
13,53,23,123,49,129,105,66,11,72,True,7631547732
44,40,25,23,121,15,85,88,89,106,True,7631512451
129,14,44,109,35,13,5,54,19,20,True,7631203047
110,18,137,33,69,13,19,54,86,66,True,7631149975
2,107,34,1,14,82,27,19,49,98,False,7631005079
10,129,90,105,14,69,9,52,65,49,False,7630839299
38,14,98,3,26,48,123,55,25,96,False,7630770656
52,1,109,66,49,137,65,25,114,63,True,7630659141
44,66,88,50,98,13,14,93,86,40,True,7630546419
120,114,84,21,12,18,19,45,74,2,False,7629788377
126,114,19,45,138,67,46,84,49,105,False,7629759398
53,21,15,25,109,80,14,84,2,10,False,7629733813
90,105,93,57,65,15,109,85,40,52,True,7629704057
52,20,91,73,23,98,102,93,114,106,False,7629671509
15,34,62,114,54,44,49,40,137,71,False,7629635488
97,86,13,113,10,96,45,76,105,1,False,7629505912
49,45,123,32,15,74,98,119,95,14,True,7629021593
10,65,13,96,19,15,105,90,29,18,True,7634111124
120,98,10,20,87,137,129,1,33,79,True,7633926942
72,84,86,114,5,123,2,65,54,49,True,7633656138
109,15,39,49,19,10,105,5,96,13,True,7633595045
79,85,19,46,96,92,44,114,39,101,True,7633538460
73,19,26,69,9,21,129,5,13,109,False,7633483268
15,73,19,86,5,129,113,123,21,65,False,7630476974
47,19,86,1,105,52,65,49,113,79,False,7630412094
98,129,20,86,61,89,9,19,49,135,False,7629424647
109,107,112,23,5,92,25,39,19,9,False,7629326052
93,109,86,126,98,104,121,65,9,48,False,7629260868
63,106,105,23,5,109,71,52,129,18,True,7629125983
7,106,10,33,72,21,136,129,110,15,True,7629061342
98,9,123,49,48,93,109,19,136,23,True,7632745509
98,29,18,9,119,114,5,123,44,96,True,7632584226
129,95,29,86,105,47,14,109,48,96,False,7632424336
99,39,41,53,19,98,21,110,70,51,True,7632363780
6,5,105,129,106,72,7,112,59,49,False,7632318320
54,15,45,76,86,109,106,92,52,48,False,7632221413
65,7,126,109,52,25,20,13,73,33,True,7632135832
65,52,93,57,123,31,109,46,135,10,True,7632071408
123,109,10,13,49,1,129,45,126,5,True,7631999614
41,78,105,86,113,13,97,19,126,123,True,7628975164
44,53,23,21,57,48,123,59,19,65,True,7633849147
21,86,114,78,123,19,71,53,48,137,True,7629508899
72,97,120,63,19,18,88,85,59,33,True,7629483426
15,78,21,20,123,27,13,96,114,53,True,7631284756
109,10,69,9,65,39,105,49,28,66,True,7631259913
137,26,109,90,73,79,65,98,114,22,True,7631211004
109,45,65,97,68,69,47,86,106,48,True,7629509655
49,27,53,73,23,120,123,121,28,35,False,7629379572
19,65,54,22,15,97,49,109,53,18,True,7629320574
65,14,41,21,5,3,109,52,112,95,False,7634505712
90,109,29,8,123,65,13,96,54,45,False,7634124669
102,13,112,95,109,3,129,14,35,110,False,7634004517
89,58,88,46,52,103,9,47,93,13,False,7633930075
17,123,129,5,12,72,51,112,93,52,False,7633855634
52,14,49,98,48,58,11,41,53,71,False,7633034876
21,69,41,86,56,15,53,49,74,65,False,7633008354
53,28,25,41,7,49,129,84,105,48,True,7632992538
65,120,68,29,48,19,95,72,27,13,False,7632868275
129,41,58,119,25,13,91,105,96,15,False,7632809348
65,52,49,129,54,48,135,19,21,103,False,7632782573
96,72,9,13,27,109,62,120,20,15,False,7632738783
45,96,7,109,9,44,43,19,90,65,True,7632704651
44,90,97,62,13,46,71,39,85,96,False,7632598491
29,19,97,98,90,65,23,123,105,44,True,7632550947
93,5,52,22,28,85,11,65,41,57,True,7632434906
99,39,41,53,19,98,21,110,70,51,True,7632363780
41,34,137,19,20,5,120,8,105,97,True,7632225227
9,19,94,14,40,53,45,48,13,69,False,7632153368
65,49,95,17,14,10,109,86,38,74,False,7631542324
137,98,27,18,3,90,96,105,12,66,True,7631356185
114,61,103,53,66,72,54,49,138,15,True,7631302199
85,63,138,82,100,23,98,121,53,89,True,7631275732
120,58,65,49,95,48,25,66,104,9,False,7631244012
94,7,19,123,98,129,58,53,48,39,False,7631195413
106,38,86,93,9,63,19,3,49,17,False,7631118493
110,100,44,45,22,19,27,126,58,21,True,7630988183
5,18,80,19,52,86,1,69,83,47,True,7630923088
19,22,47,54,53,46,67,21,3,9,False,7630853357
5,21,96,22,120,53,57,45,94,137,True,7630749657
1,98,121,19,15,77,35,105,5,21,False,7630683040
94,45,86,49,21,46,5,53,95,129,False,7630588373
13,10,40,129,9,96,22,19,48,31,False,7630502715
33,93,120,123,104,18,86,62,53,5,False,7629665496
5,129,10,126,79,58,114,16,7,48,False,7629644837
10,110,137,22,19,39,31,54,129,9,True,7629430756
63,109,120,69,58,49,48,45,78,53,True,7629391498
13,86,44,49,121,21,104,83,109,15,False,7629359873
10,138,129,73,74,19,23,110,1,48,False,7634413760
138,135,109,98,13,45,18,22,123,19,False,7634391717
59,45,86,135,54,19,78,41,52,113,False,7634354984
54,101,26,74,69,18,53,123,120,109,True,7634254937
18,74,86,129,53,5,54,22,9,23,True,7634171030
113,119,1,111,65,109,26,45,106,49,True,7634106933
22,43,48,53,14,109,39,45,110,129,False,7634042515
89,53,136,129,22,23,13,109,41,21,False,7632808548
65,52,49,129,54,48,135,19,21,103,False,7632782573
44,65,19,21,138,45,48,23,91,136,False,7632741525
114,61,103,53,66,72,54,49,138,15,True,7631302199
85,63,138,82,100,23,98,121,53,89,True,7631275732
120,58,65,49,95,48,25,66,104,9,False,7631244012
94,7,19,123,98,129,58,53,48,39,False,7631195413
39,121,19,28,54,65,49,21,91,136,True,7631062115
61,41,13,72,52,86,18,105,97,9,True,7630988899
5,18,80,19,52,86,1,69,83,47,True,7630923088
88,101,105,25,113,18,79,123,135,19,False,7630865101
41,53,61,86,98,19,99,18,52,26,True,7629510838
90,5,45,63,98,59,72,28,19,85,False,7633758651
86,48,51,98,129,10,26,52,19,49,False,7632399625
105,106,10,23,9,74,54,20,86,96,True,7632085125
13,5,44,88,98,20,114,34,128,129,False,7633832059
120,45,98,109,95,44,53,17,23,62,False,7633458781
109,107,69,53,137,52,101,28,73,9,True,7633399449
3,22,41,105,69,21,76,65,96,45,False,7631915235
19,53,120,15,94,104,26,79,13,72,True,7631867923
94,14,58,45,74,137,102,105,114,53,True,7630514067
129,81,53,109,97,5,114,23,49,45,False,7630219595
19,106,72,54,15,98,5,23,21,101,True,7630132907
96,106,136,18,45,109,54,112,13,65,True,7629270166
48,112,109,110,59,15,22,123,85,65,False,7634408954
74,3,20,109,41,86,137,8,97,85,True,7634381384
137,53,23,41,86,126,121,65,72,109,False,7633379999
41,73,74,26,103,120,65,45,67,49,True,7633349017
120,65,99,93,19,22,105,29,94,21,True,7632955014
34,19,27,41,49,46,20,105,78,21,True,7632913435
56,129,120,109,123,126,112,103,21,19,False,7632614486
56,13,65,129,67,137,110,3,69,15,False,7632321738
129,25,105,93,45,13,50,20,121,96,False,7632237662
120,65,96,109,63,138,105,41,90,19,False,7632109751
109,49,114,52,86,17,103,98,105,73,True,7632036137
52,83,67,112,86,106,85,23,9,21,False,7631432633
19,5,123,96,21,13,88,45,69,10,False,7631389893
17,20,27,44,97,49,30,96,65,70,False,7631367592
94,45,86,49,21,46,5,53,95,129,False,7630588373
54,19,58,13,23,126,48,20,121,96,False,7629482360
5,95,128,96,61,120,73,110,6,53,False,7629439828
9,79,41,56,98,52,53,129,63,66,True,7629017142
5,57,90,95,17,44,25,60,100,109,False,7634280115
65,48,9,98,50,105,94,109,137,22,True,7634225649
19,91,93,97,22,52,98,109,112,137,False,7633311668
44,65,19,21,138,45,48,23,91,136,False,7632741525
45,96,7,109,9,44,43,19,90,65,True,7632704651
105,98,94,46,109,69,20,53,54,106,True,7632480162
112,100,12,43,79,44,19,72,65,78,True,7632410037
109,46,19,92,120,72,88,68,52,21,True,7632356291
54,109,21,105,56,19,91,136,86,22,False,7632297624
54,15,45,76,86,109,106,92,52,48,False,7632221413
45,123,84,13,41,72,109,83,113,55,True,7632171531
72,57,109,47,18,65,9,21,49,13,False,7632112656
65,9,104,90,44,109,105,54,22,57,False,7631966833
109,98,21,10,73,120,78,56,86,45,True,7631798080
5,53,57,52,93,65,18,45,98,105,False,7631763565
72,27,98,63,57,28,102,14,109,49,False,7631307103
52,91,92,104,72,94,83,105,90,129,False,7631279178
79,23,73,52,10,44,121,72,96,85,False,7631149015
65,44,136,59,47,19,86,58,23,10,True,7630062869
66,105,43,69,18,21,123,65,45,52,True,7629264381
120,41,5,40,106,45,57,61,93,65,True,7629192969
19,85,93,39,52,65,27,48,57,43,False,7629050500
109,53,32,52,97,23,79,98,72,93,True,7628961773
77,72,91,21,114,65,84,85,45,10,False,7633425755
9,49,79,74,46,120,123,45,96,95,True,7633358545
82,105,25,129,119,45,123,69,44,100,True,7632545132
138,129,27,45,35,44,57,5,120,72,False,7632253548
23,29,45,105,41,35,5,62,61,49,False,7631907864
94,121,129,62,110,126,83,96,73,19,True,7631865311
35,114,94,109,104,21,73,53,9,18,True,7631830478
136,109,56,97,95,35,19,52,53,18,True,7631796057
25,62,5,90,21,13,65,27,10,69,False,7631255690
25,106,26,105,49,90,5,129,21,123,True,7631206346
45,106,58,97,41,21,88,79,52,10,False,7634369130
59,45,86,135,54,19,78,41,52,113,False,7634354984
88,41,96,86,52,15,44,46,105,19,False,7634322417
58,105,52,71,41,54,33,3,76,19,False,7634058503
4,98,9,23,66,21,99,123,76,85,False,7633964535
69,100,21,15,123,9,79,39,103,73,False,7632886021
65,45,49,39,18,93,97,53,21,5,True,7632859106
72,44,9,13,137,126,48,109,55,105,False,7632832677
18,9,96,19,34,65,45,62,10,13,False,7632801779
72,66,48,35,98,19,45,47,10,13,True,7632763744
52,120,53,69,114,11,103,129,48,73,True,7631582724
95,49,72,13,62,28,53,89,9,61,False,7631560219
61,59,93,21,136,53,110,25,62,63,False,7631533573
61,48,3,53,129,41,23,64,92,22,False,7631510651
44,17,21,53,100,18,3,45,33,48,False,7631483656
64,19,96,49,11,72,26,25,57,18,False,7631464129
21,113,137,109,40,104,90,19,63,83,False,7631432067
27,102,111,93,73,13,19,101,20,54,True,7631378432
129,74,54,102,13,137,5,41,28,21,False,7631345696
52,93,51,88,112,43,41,19,69,3,True,7631304851
14,20,13,54,109,97,58,32,79,50,False,7631276794
69,66,86,35,18,41,61,109,49,22,False,7631244256
21,29,25,17,66,101,18,19,2,68,False,7629750940
57,14,41,40,64,94,21,13,96,105,True,7629509155
47,49,84,110,94,10,29,76,66,109,False,7629472157
95,83,136,113,57,66,22,49,15,9,False,7629406014
136,100,48,90,72,137,41,22,66,62,True,7629367971
79,98,54,112,120,9,19,129,10,39,False,7629298454
40,95,13,66,23,5,126,29,10,53,True,7629257143
79,136,91,13,14,129,44,52,59,88,True,7629206224
109,98,44,13,9,48,137,85,91,136,False,7629137543
52,20,93,136,46,72,19,97,53,85,True,7629095081
52,59,20,137,114,96,54,86,45,76,False,7629027018
53,77,18,9,126,23,3,123,99,89,True,7633921847
49,33,48,123,105,26,23,65,114,13,True,7633830214
76,15,86,57,14,53,52,98,114,17,False,7633762383
26,65,57,21,137,109,9,78,114,82,True,7633621036
43,3,49,123,95,15,45,137,129,53,True,7633515099
79,65,78,46,1,13,105,120,93,86,True,7632245938
65,105,96,70,25,15,66,19,41,135,True,7632191592
79,19,98,120,53,129,123,136,17,10,True,7631037979
91,26,15,113,23,41,86,137,105,120,False,7630956699
59,123,57,109,77,26,65,72,120,13,False,7630884779
109,89,86,77,73,23,79,52,78,51,False,7630782307
91,9,92,76,15,120,109,72,26,98,True,7630568234
17,26,41,36,53,137,13,18,6,58,False,7634639869
110,109,54,35,23,18,78,128,93,137,True,7634540406
18,48,98,22,105,9,49,54,120,53,True,7634483316
21,53,29,17,26,13,60,95,18,123,False,7633809425
46,26,41,53,102,114,9,88,98,90,False,7633712691
82,97,53,105,120,73,123,106,109,104,True,7633631333
43,3,49,123,95,15,45,137,129,53,True,7633515099
7,29,136,50,82,26,65,90,93,98,False,7633027575
120,44,56,86,40,35,97,78,93,5,False,7632993883
18,5,90,129,14,104,45,26,52,46,False,7632398577
15,105,10,23,51,59,109,69,62,89,True,7632314852
58,105,10,97,39,48,13,65,40,38,False,7632242874
18,105,102,98,65,41,40,62,123,74,False,7632170727
62,74,66,8,98,53,137,23,72,5,True,7631904339
41,45,105,120,104,5,18,72,49,74,False,7631851678
62,100,15,17,98,52,53,137,40,72,False,7631731463
89,49,46,79,52,10,22,136,98,3,False,7631514297
21,9,55,65,138,129,53,66,112,35,True,7631467142
79,26,22,19,109,106,88,2,40,54,True,7630672915
93,53,19,90,13,18,109,49,5,46,True,7630593056
23,46,109,53,41,89,86,19,13,129,True,7630463086
34,95,5,97,72,76,109,4,129,79,True,7629931442
74,129,41,110,105,45,18,59,29,21,True,7629870357
59,60,26,15,109,82,98,53,41,45,True,7629037601
45,95,110,52,96,93,15,123,97,44,True,7628966961
67,85,92,100,126,45,105,52,48,137,True,7634518486
123,9,10,13,97,5,112,19,71,41,False,7634461907
21,41,88,45,20,86,79,95,23,113,False,7634439468
109,48,100,76,69,62,120,129,9,93,True,7633900402
26,54,53,98,36,109,106,84,44,16,False,7633843743
17,49,33,86,1,13,53,69,112,18,False,7633779803
48,103,57,106,86,40,59,65,96,54,False,7633077245
120,92,94,109,100,65,18,69,9,59,False,7633049906
17,59,87,96,20,109,47,105,54,74,False,7633020908
65,41,52,80,137,53,49,21,83,28,True,7632492389
61,65,109,98,137,100,53,59,2,35,True,7632409126
105,75,12,33,17,44,106,109,119,41,False,7631536364
35,97,9,19,41,126,109,57,110,11,True,7631508678
72,27,129,17,91,21,136,59,62,20,False,7634223646
48,83,19,78,74,54,62,50,52,57,True,7634144781
44,109,2,88,78,105,19,54,52,61,True,7634078747
129,114,13,21,79,8,74,19,47,110,True,7634030452
123,138,95,57,27,65,96,105,76,44,False,7633971548
52,53,86,96,10,95,128,58,120,129,False,7633895739
47,93,109,98,19,62,14,54,55,137,False,7633818157
86,39,49,98,18,15,105,88,112,137,False,7633725194
21,112,19,20,44,70,25,78,79,119,True,7632881630
22,9,67,45,21,90,123,114,98,72,True,7632842872
54,112,34,7,105,44,38,26,53,49,True,7632813146
41,5,88,137,107,46,136,97,45,22,True,7632734523
72,21,5,98,120,41,38,9,76,109,False,7632698385
19,110,54,15,97,109,10,7,27,49,False,7632565869
48,86,3,50,19,65,25,1,62,5,False,7632513805
98,26,105,13,54,48,109,96,45,46,False,7632454290
21,45,79,40,22,98,5,62,44,114,False,7632350027
54,109,21,105,56,19,91,136,86,22,False,7632297624
98,40,19,21,72,86,47,85,25,54,False,7631397005
35,109,52,18,61,7,14,86,9,54,True,7631358401
129,76,19,50,109,53,13,71,54,105,False,7631223560
77,9,137,114,19,25,45,2,3,70,False,7631168266
88,105,72,17,123,38,63,86,113,79,True,7631047837
72,61,63,137,105,9,25,44,13,21,True,7631017036
52,97,91,109,13,105,96,45,59,18,True,7630962872
65,83,41,46,69,45,9,57,54,19,True,7630866685
19,93,47,109,120,72,65,53,85,23,True,7629476301
21,123,10,9,49,72,15,28,100,40,True,7629443408
19,100,65,54,129,96,53,1,98,9,False,7629396105
42,45,53,129,25,65,60,41,109,11,False,7629217996
2,82,54,105,5,112,109,48,52,65,True,7629139549
52,20,93,136,46,72,19,97,53,85,True,7629095081
49,48,9,65,106,29,44,20,109,10,False,7629006043
79,93,96,9,43,25,123,78,5,22,True,7634002572
62,74,66,8,98,53,137,23,72,5,True,7631904339
98,123,68,54,13,18,9,105,35,88,True,7631861430
5,45,48,47,86,71,43,95,19,65,True,7630145023
57,53,26,98,76,73,138,48,13,93,True,7633158959
103,137,54,52,105,72,96,53,123,15,True,7631869241
33,54,74,53,9,41,96,5,109,13,False,7631687283
72,26,40,10,25,105,82,51,76,129,True,7631597250
10,129,78,26,106,18,3,59,137,9,True,7631571320
29,135,22,26,82,105,129,65,74,10,True,7631546388
13,15,114,83,44,89,98,17,105,26,True,7634621026
114,109,97,48,98,31,38,35,93,19,True,7634580910
21,49,53,120,5,73,90,23,65,66,False,7633180884
120,95,105,123,49,5,96,88,39,48,False,7633123562
33,54,74,53,9,41,96,5,109,13,False,7631687283
49,123,90,105,48,44,137,112,52,98,False,7634329911
59,20,23,119,28,44,123,9,66,97,False,7634229991
99,49,19,105,94,48,9,59,21,137,False,7634192221
23,52,79,13,18,109,84,120,86,1,False,7634132862
64,97,19,42,113,54,105,20,106,98,False,7634008728
89,58,88,46,52,103,9,47,93,13,False,7633930075
65,59,7,55,54,25,48,9,49,14,False,7633886724
41,49,98,40,52,48,14,100,57,109,False,7633783069
1,96,100,39,17,65,112,109,52,9,False,7633731171
123,62,129,59,41,98,86,25,63,114,True,7633674247
48,83,92,3,15,135,20,54,13,45,True,7633614536
136,5,105,62,10,14,3,53,58,48,False,7633545602
73,110,21,23,128,44,19,5,98,106,False,7633490128
21,85,129,44,114,136,5,109,39,54,False,7633388602
136,96,91,71,22,23,9,109,14,54,True,7633353341
23,83,39,53,48,65,5,19,18,80,True,7633279337
73,30,64,120,29,39,70,5,129,121,False,7633239069
18,38,72,120,48,49,53,52,25,94,False,7633224648
38,44,65,49,14,20,86,69,13,73,True,7632834795
59,14,49,44,109,93,9,19,17,28,True,7632803610
91,21,136,129,45,61,19,97,123,93,True,7632783130
65,45,73,46,129,10,60,13,83,27,True,7632742593
52,53,109,78,48,114,19,85,13,97,True,7632714821
23,52,13,79,18,100,49,44,3,80,True,7632677230
44,90,97,62,13,46,71,39,85,96,False,7632598491
120,97,18,121,73,53,129,52,54,19,False,7632533093
38,15,26,91,98,93,86,23,14,25,True,7632373771
126,136,98,109,44,1,9,69,21,128,True,7632324645
15,121,64,18,96,44,98,27,52,53,True,7632224228
114,52,29,40,65,19,121,137,33,44,True,7631998586
98,66,44,123,65,45,39,18,19,28,True,7631909783
49,28,20,1,72,46,68,69,114,13,True,7630938492
72,129,76,91,136,98,5,45,70,90,True,7630892506
13,27,65,96,73,1,90,123,9,15,True,7630279282
54,53,129,22,19,52,109,48,105,55,False,7630213209
74,85,105,44,43,114,19,98,3,113,False,7630163741
65,15,19,53,41,90,121,93,137,9,False,7629415066
73,20,51,61,98,46,100,53,47,106,False,7629294800
51,48,13,91,136,92,105,114,109,39,True,7629219693
111,19,102,1,23,114,52,3,13,109,False,7629186782
69,103,13,48,19,54,71,99,61,65,False,7633569347
63,120,60,86,28,54,66,52,23,105,False,7633503618
9,74,99,105,54,136,52,28,21,85,True,7633437120
22,7,109,121,129,13,23,53,105,10,True,7633278840
18,83,129,46,19,76,109,97,114,95,False,7633236722
33,106,137,123,62,2,65,113,107,72,True,7632542716
15,7,65,44,98,48,105,49,39,109,True,7632496212
99,39,41,53,19,98,21,110,70,51,True,7632363780
9,89,3,19,129,66,48,100,106,123,True,7632248777
96,63,105,65,137,54,9,57,45,98,True,7632184948
96,123,137,48,105,9,95,52,114,106,False,7632099989
129,1,19,13,9,54,28,14,20,53,True,7634688725
23,14,9,82,15,10,98,66,40,90,False,7634664381
10,51,108,86,114,5,93,60,52,112,False,7634620771
113,126,9,26,98,64,93,52,129,27,False,7633988135
35,18,28,86,45,120,55,65,14,57,True,7633923598
129,9,63,109,15,53,54,80,100,45,False,7633608187
20,21,109,66,22,44,65,53,96,39,True,7633546608
86,129,72,22,96,15,95,26,9,23,False,7633481780
15,2,5,14,106,13,53,9,10,120,False,7631930115
76,18,53,103,98,93,49,106,86,9,False,7631885709
54,90,53,129,26,120,52,44,5,123,False,7631673034
18,19,97,9,21,62,22,23,48,93,True,7631618879
13,1,74,98,110,95,83,43,96,53,False,7631589844
123,129,95,90,9,76,5,136,98,44,False,7630804996
25,44,129,79,110,53,83,46,98,52,False,7630752945
15,109,65,137,13,41,29,9,17,123,False,7630062373
74,5,86,49,21,59,105,109,50,22,False,7634292184
65,48,9,98,50,105,94,109,137,22,True,7634225649
13,86,85,97,44,41,53,96,5,22,False,7633581237
120,45,98,109,95,44,53,17,23,62,False,7633458781
137,23,45,54,52,128,66,53,96,18,False,7633232489
44,65,19,21,138,45,48,23,91,136,False,7632741525
54,109,21,105,56,19,91,136,86,22,False,7632297624
33,97,107,18,53,54,69,90,5,19,True,7631879259
18,65,100,33,13,15,102,79,72,52,True,7631192594
80,88,123,55,21,44,51,13,20,62,True,7630317949
98,66,112,7,48,9,96,90,73,110,True,7630244436
54,123,58,90,15,65,96,52,44,5,False,7630174999
94,103,104,26,23,17,65,123,18,98,True,7629455629
13,20,114,26,129,120,9,95,109,98,True,7634570549
65,52,23,19,106,79,10,129,114,58,False,7634524705
109,72,126,43,91,22,3,19,49,18,True,7634493577
123,69,66,73,67,114,137,71,65,13,True,7634467044
48,91,83,11,23,53,18,66,59,97,False,7634449380
57,22,27,41,105,63,109,97,5,120,True,7634427649
5,69,25,21,138,19,85,70,105,49,False,7634410309
58,29,114,70,59,93,77,9,19,137,True,7634388968
137,86,12,53,96,109,23,21,5,54,True,7634364512
105,49,94,57,9,54,72,137,59,20,True,7634350323
137,48,7,35,40,55,53,123,41,20,False,7633108370
23,53,2,121,93,9,18,97,105,137,False,7633071589
96,72,5,74,123,21,109,27,98,39,False,7633036252
17,63,19,52,91,22,72,20,137,53,False,7633010658
44,5,20,109,98,86,129,111,53,21,False,7632977381
109,16,26,46,21,54,28,45,123,52,False,7632950399
8,53,2,14,98,76,96,110,18,109,True,7632933136
113,121,9,95,137,41,98,7,3,21,False,7632902412
109,57,10,79,74,5,18,25,15,14,True,7632882918
13,136,88,38,10,18,100,64,49,128,True,7632858276
129,31,94,14,7,48,128,137,36,109,True,7632835960
86,66,21,54,126,10,129,56,14,9,False,7632509522
105,49,94,57,9,54,72,137,59,20,True,7634350323
45,123,63,96,61,74,136,40,41,105,False,7634221051
21,9,26,17,57,4,129,53,40,39,False,7633000489
121,35,69,53,54,104,5,137,119,89,False,7632977371
15,65,39,78,18,54,49,5,9,106,False,7632949928
8,53,2,14,98,76,96,110,18,109,True,7632933136
113,121,9,95,137,41,98,7,3,21,False,7632902412
112,21,57,52,10,13,55,45,19,89,True,7632880647
