r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win,id
19,74,3,23,93,49,69,26,41,98,False,7613758373
65,41,91,96,74,123,13,52,95,129,True,7613659052
25,23,26,83,137,18,90,19,65,52,True,7613568267
111,45,52,96,109,59,9,31,88,1,True,7613964151
39,86,49,93,43,35,110,105,109,129,False,7613922179
126,98,26,10,85,45,19,52,21,1,False,7613835037
98,72,40,18,129,52,1,105,2,23,False,7613743503
78,109,19,91,94,70,64,23,69,21,True,7613534960
120,86,49,48,85,93,90,21,98,5,True,7613467722
98,20,25,112,95,72,43,129,138,91,False,7613347368
21,20,49,105,95,15,9,45,108,48,False,7613294865
41,45,69,22,97,10,38,33,86,27,False,7613212612
36,3,9,93,96,18,121,19,49,40,False,7613177691
21,19,53,97,93,18,90,105,78,137,True,7614168488
11,9,49,73,65,52,70,96,40,21,True,7614121038
53,17,82,69,5,98,79,93,46,71,True,7614062815
109,26,138,43,49,123,48,73,14,9,True,7613941515
136,72,21,105,113,64,14,35,60,93,False,7613873523
86,54,69,111,25,78,45,94,76,112,False,7613819948
89,69,3,49,15,46,96,9,113,79,False,7613729185
41,3,121,59,2,73,53,109,49,21,False,7614382269
10,71,65,39,21,5,114,47,1,23,False,7614318732
73,86,121,52,23,18,62,9,22,77,True,7613798152
49,112,21,74,44,50,1,14,22,129,True,7613682938
33,96,13,48,123,44,64,69,120,65,True,7613584212
129,20,106,9,44,41,45,19,98,90,False,7613518735
5,110,4,129,49,94,128,31,104,19,False,7614554275
17,48,40,9,129,13,98,123,1,86,True,7614523256
48,13,105,109,137,41,98,126,129,45,False,7614605981
53,65,96,106,1,48,92,120,100,79,False,7613607028
94,52,129,21,5,41,65,90,100,59,False,7613461832
18,90,19,126,59,26,13,45,129,25,True,7613392095
7,53,96,59,126,13,123,49,86,48,True,7613351017
69,53,14,34,54,47,79,52,67,41,False,7613328366
18,20,27,57,16,95,109,64,17,14,False,7613215935
120,20,123,65,1,4,52,100,129,90,True,7613178388
82,71,17,20,78,43,10,106,9,123,False,7614500758
67,120,33,14,53,89,88,9,137,65,True,7614451311
52,64,44,9,136,83,65,93,19,13,False,7614416558
41,3,121,59,2,73,53,109,49,21,False,7614382269
72,93,53,29,106,76,97,56,114,129,False,7614342438
49,114,18,78,53,90,19,92,103,82,False,7614290700
21,85,100,53,114,52,49,58,120,97,True,7614222755
109,96,66,8,49,114,64,129,53,13,True,7614116134
94,129,103,65,90,126,3,49,121,48,False,7613945539
69,45,25,105,94,74,91,72,65,2,False,7613881097
61,9,72,65,74,98,85,69,48,79,True,7613775018
129,10,88,39,9,114,14,53,43,49,False,7613640289
114,19,66,49,15,45,5,63,3,7,True,7614515293
47,29,26,18,91,43,20,44,23,86,False,7614483304
78,112,13,45,32,1,120,50,49,21,True,7614454736
112,100,49,109,114,19,47,95,40,39,True,7614426365
62,98,48,86,9,65,79,69,106,73,False,7614388405
19,74,15,105,41,69,45,98,52,94,True,7614333249
49,114,18,78,53,90,19,92,103,82,False,7614290700
137,128,65,48,98,57,58,74,105,1,True,7614244485
114,85,123,22,28,109,48,19,90,73,True,7613415571
109,95,69,72,98,35,113,66,21,44,True,7613380576
35,109,19,95,27,38,53,76,123,8,False,7613328232
49,65,109,60,41,15,83,121,93,129,False,7613292586
107,93,121,97,19,61,52,59,56,73,True,7613263683
65,53,10,97,80,54,20,21,19,59,False,7613226631
73,100,26,99,105,54,128,53,23,65,False,7613194379
106,91,135,65,94,33,1,53,59,97,False,7613567413
85,61,53,97,94,21,128,20,69,109,True,7613519664
33,88,10,53,47,73,7,40,15,56,False,7613497875
98,20,25,112,95,72,43,129,138,91,False,7613347368
70,100,14,21,137,93,57,105,9,17,False,7614338475
56,9,136,72,49,57,45,94,26,106,True,7614232383
96,80,67,58,105,8,87,62,53,137,True,7614188624
123,72,90,52,28,23,95,9,106,26,False,7614068560
59,128,9,60,10,25,58,41,129,65,True,7614007821
13,29,109,65,72,21,69,123,103,106,False,7613883276
22,88,48,98,105,33,86,39,78,95,True,7613786610
76,129,19,10,33,90,23,109,105,138,True,7614516072
59,6,19,135,9,109,20,121,36,49,True,7614496709
109,66,21,107,137,73,123,20,19,114,False,7614361581
41,13,109,22,60,73,96,45,105,137,False,7614308559
9,72,96,41,36,1,105,109,126,129,True,7614229002
39,14,20,89,98,105,22,73,123,96,False,7614382866
22,19,5,73,15,82,7,98,9,65,False,7614261053
120,112,105,73,109,39,23,123,103,98,False,7614179550
21,25,31,69,53,105,26,1,59,126,False,7614116245
69,44,53,19,105,66,94,23,123,96,True,7613650952
91,109,49,45,121,48,123,29,74,105,True,7613599937
59,105,110,41,69,46,123,112,14,21,True,7613540971
69,7,20,112,89,60,93,74,26,62,False,7613481718
123,78,13,113,9,8,62,69,110,105,False,7613443391
98,137,105,114,27,18,112,97,86,43,False,7614580694
95,5,61,86,69,52,109,137,91,72,True,7614563615
15,62,137,20,13,86,70,21,41,69,True,7614543427
25,53,62,16,48,110,98,86,107,136,False,7614093274
57,53,25,52,41,73,45,19,123,4,False,7614037559
13,45,16,82,121,18,110,123,22,69,False,7613955661
13,109,23,89,57,45,90,20,96,1,False,7613865069
33,22,20,19,1,73,69,46,53,65,False,7613801035
36,105,123,100,93,52,71,20,49,95,True,7614623627
43,138,14,74,26,73,100,98,62,20,True,7614603149
1,45,78,13,21,23,48,20,67,114,True,7614577132
65,49,21,136,52,69,67,13,73,45,False,7614545766
120,3,70,86,69,98,53,1,110,65,True,7614519926
98,65,2,53,18,90,20,88,10,73,True,7614484540
94,66,39,53,73,29,78,14,30,1,True,7614453497
15,69,58,86,12,29,45,65,105,41,True,7614417004
49,110,100,90,21,73,106,14,26,105,False,7614349416
41,13,109,22,60,73,96,45,105,137,False,7614308559
109,70,129,65,13,39,43,71,41,86,False,7614611033
69,14,93,53,19,44,137,98,128,105,False,7614581577
33,136,120,86,48,69,63,126,87,43,True,7614580212
69,9,43,50,41,13,94,87,109,38,False,7614302669
21,85,100,53,114,52,49,58,120,97,True,7614222755
82,40,83,45,23,52,86,9,2,43,False,7614144397
13,18,53,104,65,49,3,20,17,94,False,7614051796
72,43,120,87,62,55,33,49,1,88,True,7613930033
41,15,33,88,22,137,39,57,123,46,True,7613807298
12,45,53,88,98,76,48,87,57,27,False,7613717813
128,65,9,41,78,104,19,13,39,63,False,7613623791
109,66,21,107,137,73,123,20,19,114,False,7614361581
41,13,109,22,60,73,96,45,105,137,False,7614308559
22,19,5,73,15,82,7,98,9,65,False,7614261053
98,20,5,48,13,109,41,49,67,120,False,7614199845
9,93,19,5,129,137,136,91,15,100,True,7614118144
126,96,109,9,45,91,98,20,60,1,False,7614007459
21,19,59,112,105,138,98,129,58,90,False,7613908004
93,123,71,9,2,98,78,53,65,48,True,7613513135
48,96,43,9,86,41,5,105,49,114,True,7613477956
62,22,20,95,57,59,18,3,43,26,True,7613213392
120,20,123,65,1,4,52,100,129,90,True,7613178388
53,101,102,39,93,15,19,52,106,18,False,7613156363
121,93,69,129,123,61,46,136,10,114,True,7614496832
123,80,97,20,1,88,100,15,6,120,False,7614463602
1,43,20,114,106,97,22,49,21,123,False,7614405540
4,98,22,79,19,129,93,83,65,13,False,7614373306
19,49,72,106,123,57,65,137,136,97,False,7614327024
82,19,105,43,90,106,51,21,112,1,True,7614253725
93,105,98,29,51,114,121,10,65,107,True,7614174441
129,26,34,10,71,41,69,121,105,45,False,7614071667
1,58,138,114,21,73,20,31,97,120,True,7613997283
138,110,1,13,68,25,20,5,7,32,False,7613927872
73,45,136,25,47,126,53,41,21,97,False,7613296475
97,19,98,105,18,49,45,65,1,50,False,7613266923
65,53,10,97,80,54,20,21,19,59,False,7613226631
96,13,86,49,83,93,46,20,123,62,True,7613898685
105,33,106,23,89,18,45,66,59,69,True,7613828911
27,41,105,74,98,137,119,64,53,82,False,7613739659
52,74,23,27,1,49,114,8,25,65,True,7613640021
52,26,120,49,95,18,65,86,39,7,False,7613625085
69,9,43,50,41,13,94,87,109,38,False,7614302669
21,26,64,23,76,43,48,112,19,35,True,7614170931
9,93,19,5,129,137,136,91,15,100,True,7614118144
25,69,53,129,94,66,97,120,52,67,True,7614036505
44,92,65,86,104,13,121,12,9,49,False,7613874901
35,37,27,78,49,19,94,9,87,59,False,7613714683
105,64,7,41,120,33,55,17,89,62,True,7613619273
9,71,95,69,43,40,49,129,48,107,False,7614604596
11,7,15,51,33,22,3,21,114,14,True,7614572940
5,110,4,129,49,94,128,31,104,19,False,7614554275
96,123,20,18,114,104,101,10,21,23,False,7614342699
9,14,109,23,136,90,19,86,55,114,True,7614281588
14,89,13,20,26,68,97,105,56,106,False,7613212171
112,26,120,41,51,106,43,7,45,21,False,7613175020
15,120,93,105,14,70,20,52,7,65,False,7613930082
129,45,35,89,65,9,13,38,27,21,True,7613873279
96,54,123,76,9,15,21,18,136,26,True,7613781500
2,65,129,72,123,33,13,93,120,20,False,7613697553
114,49,22,40,105,129,68,41,52,98,False,7613565468
41,98,65,74,114,96,40,17,123,70,False,7613497587
89,65,52,129,123,13,5,74,9,78,True,7613379982
62,33,41,25,72,17,89,19,26,80,True,7613339109
52,5,65,93,78,17,4,105,123,129,False,7613660218
48,88,96,79,17,21,73,55,22,9,True,7613609565
21,20,89,69,106,13,86,41,129,58,False,7613544434
86,3,25,129,106,93,19,17,60,52,False,7613346961
13,49,72,86,10,78,126,33,53,48,True,7613835323
109,95,69,72,98,35,113,66,21,44,True,7613380576
73,86,121,52,23,18,62,9,22,77,True,7613798152
89,69,3,49,15,46,96,9,113,79,False,7613729185
20,19,136,59,21,109,65,73,62,28,False,7614487171
129,20,41,27,91,73,19,45,15,109,True,7614461244
109,98,123,46,120,58,105,1,97,90,True,7614433924
97,72,86,69,53,84,20,23,33,25,True,7614028235
73,105,23,27,69,98,22,9,59,129,True,7613968777
8,19,32,83,53,13,2,67,72,123,True,7613778614
33,13,89,5,19,72,16,3,40,90,False,7614456586
15,69,58,86,12,29,45,65,105,41,True,7614417004
9,27,43,41,29,93,17,65,57,86,True,7614363923
137,105,20,22,82,10,86,13,100,69,True,7614316231
9,72,96,41,36,1,105,109,126,129,True,7614229002
53,2,11,90,109,114,45,49,59,123,False,7614160353
49,112,21,74,44,50,1,14,22,129,True,7613682938
25,86,48,129,19,59,98,136,96,18,False,7613601670
106,109,88,73,41,71,112,14,121,114,False,7614394378
114,91,10,14,38,62,73,61,49,101,False,7614327624
13,20,123,48,97,45,111,23,9,41,True,7614107924
22,68,3,96,41,9,52,129,17,89,False,7614001337
13,20,73,86,49,27,100,47,46,109,False,7613950602
120,5,89,9,23,52,26,40,96,93,True,7613746167
89,73,45,51,17,52,40,41,129,105,True,7613677473
5,98,4,19,13,46,27,71,55,93,True,7614614886
9,106,6,5,29,93,105,13,129,123,True,7613713082
114,123,13,20,129,5,71,9,73,93,True,7613653154
48,88,96,79,17,21,73,55,22,9,True,7613609565
45,88,86,22,89,126,123,41,58,82,False,7613554573
111,73,80,21,9,26,97,62,46,114,False,7613498418
44,5,98,90,86,93,20,123,19,25,True,7613369183
109,66,21,107,137,73,123,20,19,114,False,7614361581
74,86,129,48,69,35,137,64,21,91,False,7613868566
86,120,69,129,70,13,26,49,9,114,True,7613537131
13,123,58,18,129,106,68,44,136,56,False,7614216361
47,29,26,18,91,43,20,44,23,86,False,7614483304
48,21,129,49,83,123,20,97,10,43,False,7614449592
57,71,3,33,32,7,53,48,92,52,False,7614414401
9,27,43,41,29,93,17,65,57,86,True,7614363923
69,9,43,50,41,13,94,87,109,38,False,7614302669
72,50,129,63,44,41,137,9,27,123,False,7614234497
114,19,98,109,63,65,72,123,120,99,True,7614129281
25,112,94,98,52,39,105,5,78,54,True,7613768831
10,123,85,129,39,98,62,72,15,94,True,7613693158
52,26,120,49,95,18,65,86,39,7,False,7613625085
109,123,78,106,9,25,43,121,14,21,True,7614617485
105,62,40,23,21,93,69,119,96,19,False,7614562216
137,69,71,15,41,53,105,98,13,10,True,7614521687
19,9,88,17,73,95,83,14,123,126,True,7614488585
48,21,129,49,83,123,20,97,10,43,False,7614449592
41,105,128,129,59,120,85,123,73,45,False,7614421831
41,3,121,59,2,73,53,109,49,21,False,7614382269
94,123,19,79,60,13,69,9,14,52,True,7614329894
57,94,105,106,123,72,91,15,26,98,False,7614285153
135,20,107,9,12,73,65,13,109,53,True,7614068643
1,20,123,129,65,33,69,106,112,18,False,7614017375
19,94,86,43,57,1,7,55,85,112,False,7613190781
43,65,129,9,90,53,49,45,38,28,True,7614316331
1,137,129,5,109,72,69,66,52,46,True,7614248670
9,93,19,5,129,137,136,91,15,100,True,7614118144
70,69,96,106,20,98,123,5,19,1,False,7614045833
28,123,90,13,94,41,53,74,96,105,False,7613988170
98,86,12,137,62,120,18,26,33,112,True,7613893470
65,41,91,96,74,123,13,52,95,129,True,7613659052
19,58,25,21,33,57,45,20,126,114,False,7613575107
33,88,10,53,47,73,7,40,15,56,False,7613497875
70,22,23,90,123,137,45,126,21,52,False,7613428751
136,93,109,105,17,120,110,5,10,69,True,7614258993
70,23,120,20,69,94,79,22,129,114,False,7614192560
19,97,47,114,5,12,71,110,22,129,True,7614109173
29,45,96,10,65,19,112,105,98,93,True,7613911540
13,49,72,86,10,78,126,33,53,48,True,7613835323
109,96,123,126,121,13,20,85,57,6,False,7613772461
94,21,83,22,19,70,86,13,26,98,True,7613730244
20,13,123,93,4,44,52,65,21,128,True,7613938951
10,53,107,22,26,23,5,45,93,137,False,7613855583
25,9,123,57,120,104,1,84,86,78,True,7613775333
69,123,53,1,120,65,90,98,59,73,False,7613707186
44,20,39,43,123,7,72,105,85,10,True,7613633822
86,41,123,98,19,89,45,49,137,66,False,7613587427
109,26,138,35,53,105,86,2,13,12,False,7613389726
86,3,25,129,106,93,19,17,60,52,False,7613346961
39,14,62,25,26,27,13,98,70,105,True,7613301657
137,69,71,15,41,53,105,98,13,10,True,7614521687
12,69,65,136,5,112,19,9,23,89,False,7614486578
76,88,10,51,33,49,123,121,96,1,False,7614408264
23,105,72,67,100,137,123,113,74,9,True,7613337063
73,53,13,129,90,41,23,105,65,128,False,7613288537
76,48,14,20,92,98,100,17,18,72,True,7613257519
41,26,53,74,60,67,39,112,19,20,True,7613225295
25,123,97,14,18,74,83,45,93,98,True,7613194070
137,59,86,9,72,63,20,109,49,76,True,7613160492
74,47,41,109,86,48,136,21,129,9,False,7614205937
89,123,53,22,128,13,129,109,114,105,True,7614111946
89,9,129,52,49,74,1,30,98,19,True,7613986522
13,20,73,86,49,27,100,47,46,109,False,7613950602
105,33,106,23,89,18,45,66,59,69,True,7613828911
97,5,45,89,39,123,71,1,66,129,True,7613766260
86,129,106,9,41,73,105,22,96,45,True,7613716462
15,62,52,55,17,10,123,45,113,14,False,7613630382
114,63,37,11,15,1,123,26,80,17,False,7613548539
11,22,82,83,107,15,63,20,100,52,True,7613480519
11,105,9,126,23,137,66,52,109,96,False,7613435531
5,98,4,19,13,46,27,71,55,93,True,7614614886
41,105,128,129,59,120,85,123,73,45,False,7614421831
94,123,19,79,60,13,69,9,14,52,True,7614329894
22,96,79,109,83,63,123,97,23,40,True,7613689863
129,123,8,105,23,10,109,119,69,13,False,7613597006
15,66,49,109,9,12,136,55,21,100,False,7614475261
80,98,19,109,46,89,83,53,129,34,True,7614442290
103,136,34,26,94,123,20,69,11,18,True,7614375662
137,105,20,22,82,10,86,13,100,69,True,7614316231
21,19,53,97,93,18,90,105,78,137,True,7614168488
10,26,85,69,49,109,105,70,137,15,False,7613951693
13,49,72,86,10,78,126,33,53,48,True,7613835323
95,21,26,69,19,53,61,114,36,9,True,7613753891
22,96,79,109,83,63,123,97,23,40,True,7613689863
129,123,8,105,23,10,109,119,69,13,False,7613597006
86,120,69,129,70,13,26,49,9,114,True,7613537131
82,107,3,40,126,5,23,62,114,73,False,7613474646
13,29,109,65,72,21,69,123,103,106,False,7613883276
96,54,123,76,9,15,21,18,136,26,True,7613781500
1,33,20,19,106,120,111,109,105,129,True,7613701966
137,71,25,105,74,19,64,45,49,72,False,7613626695
109,105,53,96,90,93,121,123,72,97,True,7613511275
17,48,79,129,40,10,87,98,103,106,True,7613447653
129,3,1,98,105,52,41,106,92,65,False,7613345013
3,123,41,22,49,71,23,89,120,33,False,7613297886
13,69,14,129,48,16,64,58,112,41,True,7613269418
13,63,105,21,99,27,29,126,95,123,False,7613241107
21,86,37,76,96,45,98,106,93,103,False,7613209214
21,5,129,65,17,93,91,123,72,106,False,7614069931
105,86,15,59,78,1,52,26,106,49,True,7614003241
20,13,123,93,4,44,52,65,21,128,True,7613938951
13,96,112,26,89,44,5,120,105,98,False,7613817975
120,5,89,9,23,52,26,40,96,93,True,7613746167
52,74,23,27,1,49,114,8,25,65,True,7613640021
114,63,37,11,15,1,123,26,80,17,False,7613548539
48,123,57,20,13,39,21,98,114,9,True,7613503325
90,105,93,123,46,10,136,78,39,65,True,7613452778
72,53,86,137,120,38,27,45,98,93,False,7613165808
23,114,110,65,9,94,137,29,105,109,True,7614390463
43,65,129,9,90,53,49,45,38,28,True,7614316331
126,57,63,9,69,79,73,22,74,129,True,7614257181
70,23,120,20,69,94,79,22,129,114,False,7614192560
109,96,66,8,49,114,64,129,53,13,True,7614116134
23,19,98,93,65,49,53,123,41,17,True,7614029194
73,105,23,27,69,98,22,9,59,129,True,7613968777
59,48,96,53,86,15,19,62,93,55,True,7613839875
126,135,123,90,95,67,53,35,86,97,False,7613711492
5,135,52,19,1,59,26,78,73,53,True,7613842231
94,20,53,129,49,114,65,105,98,82,False,7614352354
95,53,13,83,97,93,91,20,57,78,True,7614294951
57,96,69,26,46,85,6,98,123,53,False,7614181090
58,123,96,13,25,91,95,69,120,21,False,7613832836
53,52,73,98,91,109,95,43,13,83,True,7613745449
69,44,53,19,105,66,94,23,123,96,True,7613650952
91,109,49,45,121,48,123,29,74,105,True,7613599937
91,54,5,45,136,22,65,123,73,23,False,7613543874
23,95,9,33,105,136,91,26,39,89,True,7613489986
33,86,22,49,88,136,137,18,91,82,False,7613438770
33,128,20,67,62,85,98,105,69,41,False,7613367320
105,13,109,29,63,98,9,137,41,65,False,7614384214
94,20,53,129,49,114,65,105,98,82,False,7614352354
41,13,109,22,60,73,96,45,105,137,False,7614308559
137,128,65,48,98,57,58,74,105,1,True,7614244485
1,65,112,19,137,13,105,5,69,10,True,7614094705
114,19,137,55,9,18,100,33,49,98,True,7614042692
73,58,19,59,129,18,49,33,138,113,False,7613978954
13,49,72,86,10,78,126,33,53,48,True,7613835323
126,135,123,90,95,67,53,35,86,97,False,7613711492
97,77,90,119,123,114,96,105,19,45,True,7613582559
5,65,59,34,1,111,49,112,129,48,False,7614664078
29,112,114,21,49,9,107,98,25,10,True,7614689120
5,65,59,34,1,111,49,112,129,48,False,7614664078
70,26,45,69,106,13,98,20,73,93,True,7614678598
73,109,13,45,18,69,121,93,86,113,False,7614644990
21,126,111,49,95,69,79,26,93,107,True,7614680198
41,19,55,109,28,95,86,17,21,78,True,7614661476
33,105,39,121,89,109,48,22,129,103,False,7614636556
26,106,95,23,53,97,86,71,112,41,True,7614661852
78,98,63,53,12,44,137,20,109,52,False,7614675378
97,121,17,95,85,10,109,72,22,129,False,7614653745
53,21,44,104,90,41,5,39,123,97,True,7614671843
109,53,22,4,21,113,71,27,83,48,False,7614640418
102,69,137,62,5,45,1,13,28,88,False,7614693369
10,84,9,25,57,46,109,45,49,123,False,7614667990
94,109,40,23,22,32,74,5,29,65,False,7614627097
70,26,45,69,106,13,98,20,73,93,True,7614678598
73,109,13,45,18,69,121,93,86,113,False,7614644990
36,105,123,100,93,52,71,20,49,95,True,7614623627
61,18,3,33,14,28,47,48,23,105,False,7614669940
78,41,5,19,106,39,88,18,28,53,False,7614638198
29,112,114,21,49,9,107,98,25,10,True,7614689120
26,106,95,23,53,97,86,71,112,41,True,7614661852
53,21,44,104,90,41,5,39,123,97,True,7614671843
13,66,123,104,109,78,40,74,70,87,False,7614631923
137,123,98,101,95,93,90,129,86,5,False,7614639066
70,26,45,69,106,13,98,20,73,93,True,7614678598
97,121,17,95,85,10,109,72,22,129,False,7614653745
79,44,71,120,97,77,87,13,119,41,True,7614675597
78,47,49,94,65,120,123,19,98,41,False,7614643095
17,137,26,41,45,74,86,119,1,129,True,7614689229
12,74,26,49,45,73,20,59,6,21,False,7614624937
18,68,86,21,120,106,52,85,48,114,True,7614637953
1,19,69,86,13,94,96,105,5,92,False,7614637592
106,112,5,19,44,126,100,65,15,46,True,7614695963
13,40,1,62,105,89,26,9,129,17,True,7614667397
137,123,98,101,95,93,90,129,86,5,False,7614639066
79,44,71,120,97,77,87,13,119,41,True,7614675597
28,19,39,112,43,74,105,25,92,26,True,7614624044
120,83,48,49,45,123,56,39,28,58,False,7614680964
49,86,109,53,21,129,75,1,102,25,True,7614646207
36,105,123,100,93,52,71,20,49,95,True,7614623627
102,69,137,62,5,45,1,13,28,88,False,7614693369
10,105,123,74,62,87,114,13,65,73,True,7614665529
137,123,98,101,95,93,90,129,86,5,False,7614639066
109,53,22,4,21,113,71,27,83,48,False,7614640418
105,9,28,72,49,106,92,20,41,56,True,7614678020
49,9,28,18,56,96,86,26,48,13,True,7614655233
62,66,92,15,49,105,3,135,18,59,False,7614634781
17,137,101,9,95,136,97,71,18,53,True,7614654241
12,114,57,19,120,105,29,106,109,48,True,7614633296
