r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win,id
19,91,5,43,12,96,58,63,21,138,False,7572881207
1,47,21,25,96,33,71,98,67,83,False,7572545641
97,106,79,110,82,113,45,98,112,48,True,7572483864
114,41,26,112,128,49,82,84,88,40,False,7571445363
96,90,41,22,123,46,28,13,26,84,False,7571410206
96,82,84,21,123,119,43,48,110,120,True,7571376543
29,45,21,48,47,50,66,119,60,82,True,7571341199
106,21,110,48,28,55,7,120,58,10,False,7569997749
98,58,48,123,25,41,110,65,33,19,True,7569950300
50,20,114,82,22,10,72,106,105,21,True,7569816474
46,83,19,112,90,29,25,15,91,105,True,7569596648
41,40,86,19,96,33,26,61,123,89,True,7569489960
96,66,48,65,39,90,88,1,14,26,False,7569422406
76,14,41,110,96,98,123,13,20,49,True,7569351896
46,136,14,10,33,29,65,20,41,39,False,7567783462
60,105,65,25,21,98,63,17,123,66,False,7567690835
123,34,53,49,1,96,90,105,121,95,False,7567621645
39,26,123,66,48,98,65,43,25,30,False,7566327936
94,90,19,96,86,69,123,65,46,21,True,7566245443
38,58,20,21,97,7,88,105,47,10,True,7566146641
33,19,4,25,20,105,48,14,45,90,False,7566075158
49,53,65,109,13,41,88,74,100,15,True,7565965261
98,86,47,26,95,20,105,49,41,22,True,7564968894
61,89,123,97,121,55,137,96,110,114,False,7564886641
29,26,136,11,114,82,33,105,106,48,True,7564760936
69,13,123,30,10,46,58,114,96,21,False,7564668178
123,72,106,93,60,102,112,26,52,14,False,7564610915
29,8,120,45,121,126,1,90,79,97,False,7564537914
58,29,105,47,74,41,112,51,106,69,True,7564485627
29,112,39,68,109,47,128,43,71,89,True,7564394121
15,123,10,112,20,98,13,65,110,109,False,7563276872
29,45,106,20,82,96,60,10,66,123,True,7563236208
23,136,26,82,106,6,100,53,96,114,True,7563176124
76,123,106,14,100,96,120,10,62,21,False,7562984470
113,105,85,76,96,98,31,120,123,48,False,7562011080
62,1,45,119,17,69,98,112,10,33,False,7561962155
55,71,56,3,17,20,66,106,93,49,False,7561899076
33,21,86,74,51,45,129,95,106,62,True,7561863447
55,10,120,136,114,89,49,19,20,105,True,7561796015
69,45,8,86,39,14,121,13,123,15,True,7559396527
97,20,21,119,128,13,85,123,93,57,False,7559352431
98,53,137,123,25,33,26,69,82,80,False,7559232591
49,21,26,20,10,55,39,19,76,95,False,7559144630
49,69,41,15,121,19,26,53,97,70,True,7559074644
1,123,106,101,129,73,58,128,74,2,False,7559007705
98,105,121,19,109,6,102,21,100,106,True,7557726263
97,120,105,123,18,49,26,53,129,21,False,7557680194
16,53,23,15,82,98,86,10,20,59,False,7557591945
23,27,65,90,82,95,25,123,129,20,True,7557184699
98,100,65,63,46,13,86,20,55,10,False,7557120419
100,26,21,41,106,40,79,97,96,48,False,7556024562
73,105,27,15,137,95,58,21,76,20,True,7555989039
82,26,56,98,46,96,58,41,123,74,False,7555941740
95,26,96,25,15,98,123,128,90,82,True,7555852664
55,90,112,51,70,19,93,31,96,43,True,7555788121
97,66,95,27,80,43,26,21,113,45,False,7555704515
70,106,19,33,20,98,46,29,123,112,True,7554523112
98,45,7,113,44,96,112,3,22,21,True,7554494564
69,15,105,21,72,82,53,19,112,90,False,7554402304
41,45,98,69,26,114,112,7,48,76,True,7554351276
120,71,48,65,47,61,123,39,5,69,True,7554303705
97,90,26,48,88,21,112,19,45,59,False,7554240555
69,14,90,48,65,93,21,98,123,13,False,7554188780
96,12,110,45,46,82,75,128,63,100,True,7553158430
97,120,31,8,19,21,105,14,65,129,True,7553116279
47,66,26,95,129,93,121,65,98,14,True,7553083477
19,111,7,97,95,61,123,121,89,46,True,7553039504
29,48,83,112,22,20,119,98,80,41,False,7552491876
21,20,26,120,61,49,123,33,48,91,True,7551742100
97,65,105,114,21,106,123,100,98,10,True,7551711718
73,121,76,96,58,54,137,21,123,20,True,7551687638
21,5,14,137,90,98,20,27,10,74,False,7551647445
8,21,123,129,97,98,88,83,46,67,False,7551302610
56,83,98,20,13,64,100,58,120,63,True,7551242134
61,65,5,112,82,120,83,97,53,113,True,7550396164
25,21,19,72,41,96,10,123,105,82,True,7550367133
106,66,114,21,61,15,45,26,97,98,False,7550341616
93,60,20,90,65,41,86,88,85,97,False,7550204737
114,112,97,95,123,63,107,20,66,98,False,7550139983
93,53,43,106,123,98,45,7,105,48,False,7550089864
41,20,107,98,30,64,19,66,25,88,True,7550022471
61,45,114,34,10,106,66,21,63,97,True,7548896392
90,110,96,25,53,1,100,137,26,98,False,7548764112
50,20,39,114,106,90,40,123,97,93,True,7548709508
69,80,72,26,82,1,47,33,20,19,True,7547173175
96,1,120,86,123,82,88,37,98,95,False,7547138124
68,21,41,129,26,93,126,56,112,96,True,7547075911
1,23,33,20,96,98,26,123,17,48,False,7546983336
98,20,80,53,93,106,26,114,63,97,True,7546819590
34,100,14,112,21,98,20,10,86,13,False,7546391455
12,121,23,128,98,97,110,106,41,113,False,7545451958
10,112,66,106,14,65,126,121,98,18,False,7545395006
61,22,45,20,14,89,65,33,120,19,False,7545352295
19,112,97,46,68,90,93,121,26,69,True,7545039211
38,138,26,129,86,7,123,21,61,45,False,7544953396
40,93,68,3,19,49,110,31,46,129,True,7544876260
98,120,65,10,105,45,13,33,6,19,False,7544804207
90,97,71,82,26,129,105,25,114,65,True,7544739544
90,93,83,62,78,98,57,26,106,82,False,7544681802
120,85,97,113,53,50,88,10,59,121,False,7544609144
110,17,19,8,33,129,112,48,9,21,True,7544532518
29,47,71,66,1,93,138,112,13,58,True,7541663699
77,123,69,13,65,40,20,25,1,19,True,7541617495
8,76,78,26,112,93,45,20,106,41,False,7540501168
15,19,20,114,33,8,90,98,112,100,False,7540443336
29,112,58,18,14,114,6,83,20,19,False,7540389359
76,85,114,112,109,120,47,1,26,29,True,7540286574
64,41,114,123,82,63,20,121,21,60,True,7540211184
97,123,101,13,41,105,137,82,110,21,True,7539540906
19,86,66,110,41,29,53,59,85,10,True,7539501754
69,26,33,13,12,7,47,110,65,21,True,7539445912
112,58,86,14,129,33,72,106,95,19,False,7539342652
70,13,74,77,72,29,40,45,19,93,False,7539259206
21,70,19,98,25,33,95,45,27,107,True,7538760674
76,21,100,72,29,64,93,136,121,69,False,7538684315
93,90,45,17,69,26,13,65,137,82,True,7537934693
10,123,20,90,78,48,91,13,51,40,True,7537851473
41,80,112,100,33,129,45,106,63,89,False,7537777887
21,105,106,69,33,32,26,123,74,113,True,7537746101
41,20,32,19,64,48,58,63,61,126,True,7537672387
69,82,26,66,10,70,100,47,114,91,True,7537089866
12,112,20,88,137,55,106,53,100,10,True,7536220886
17,45,88,137,114,21,20,100,112,69,False,7536038051
41,19,66,97,25,47,83,88,69,10,True,7535979713
46,83,71,86,39,59,19,128,8,33,False,7535938279
1,105,112,69,29,46,78,123,45,17,True,7534575449
41,137,27,66,29,10,83,20,106,129,True,7534483110
1,58,96,62,59,14,90,106,26,64,False,7534415637
82,19,31,88,97,106,38,26,71,46,True,7534178118
106,96,105,54,33,18,121,7,120,129,True,7534083572
97,76,65,83,109,82,20,41,62,55,False,7534012064
123,80,90,43,100,97,27,5,93,137,False,7533883659
72,14,93,78,120,97,30,10,47,65,True,7533809149
71,21,110,119,1,41,86,26,65,102,False,7533639100
64,74,53,12,88,113,66,65,98,137,True,7533028179
113,45,74,26,69,97,5,21,66,10,True,7533007519
119,83,73,69,13,33,7,70,74,3,True,7532978711
33,112,17,73,65,90,27,18,120,98,False,7532948625
76,43,136,26,15,97,45,106,41,27,False,7532903813
96,48,68,19,17,106,100,56,62,52,False,7532864143
23,88,41,45,82,97,100,26,42,120,True,7532818970
17,53,29,86,73,97,26,79,59,1,False,7532779302
41,20,96,76,65,38,128,25,100,19,False,7532711465
29,53,66,59,15,106,65,26,21,2,False,7532638118
96,69,80,119,70,26,120,88,114,97,True,7532571174
29,73,86,5,62,56,106,66,37,7,False,7532525423
94,21,85,97,90,41,31,19,51,33,False,7532436236
6,86,53,80,28,49,65,27,69,56,False,7532355671
69,27,112,97,1,28,88,90,84,82,True,7531640555
137,40,123,102,73,33,83,98,63,6,True,7531605651
106,53,129,8,33,73,123,112,29,69,False,7531584340
113,51,128,106,62,33,66,112,21,25,True,7531553609
33,86,11,19,67,83,8,26,102,74,False,7531520316
5,92,18,39,19,96,27,72,61,106,False,7531471572
65,10,83,97,96,69,29,76,37,26,False,7531430855
94,27,51,96,90,69,21,101,22,93,True,7531374883
55,109,72,120,62,88,89,86,110,17,False,7531307442
69,19,66,114,112,82,45,67,121,14,True,7530733123
102,72,21,46,112,90,26,71,25,29,False,7530682212
58,43,88,10,106,98,66,19,120,113,False,7530104197
8,56,97,21,33,1,26,19,29,59,False,7530069998
40,13,72,14,73,95,43,85,98,27,False,7530011557
98,88,65,96,18,93,66,100,33,22,True,7529291971
53,26,114,65,80,69,112,59,41,110,False,7529209265
33,10,84,65,59,29,120,58,93,112,False,7528640192
114,105,51,17,56,33,80,19,58,8,False,7528593392
29,10,13,58,72,6,123,71,111,14,True,7528551068
97,76,79,18,112,69,86,120,32,53,True,7527761713
82,40,97,9,86,33,34,105,19,63,False,7527173138
66,8,106,33,69,98,27,40,82,80,True,7527132590
21,3,71,69,95,46,26,105,102,25,False,7527079901
77,72,112,49,11,57,83,128,39,82,False,7527014237
29,45,98,48,64,17,101,65,19,41,True,7526972608
69,71,53,10,137,1,58,119,104,128,True,7525282985
94,58,83,15,49,21,20,9,96,89,False,7605781390
52,26,135,82,21,103,47,30,22,19,False,7605695603
65,62,54,112,29,126,25,95,98,105,True,7605640467
105,26,120,49,8,98,48,29,20,65,False,7605551541
49,105,20,96,94,63,14,65,28,21,True,7605411581
94,123,105,126,129,65,119,17,69,93,False,7605279539
114,129,112,119,76,74,20,78,96,93,False,7605177104
93,21,71,25,53,22,3,47,14,67,False,7603709837
92,100,39,1,14,21,96,86,121,18,True,7603626968
93,19,65,61,98,97,86,137,113,96,False,7603533518
82,100,39,110,69,10,65,13,9,128,False,7603450641
97,96,114,43,112,73,20,69,53,21,False,7603355586
6,79,47,120,58,52,63,1,49,98,True,7603205461
20,120,14,86,1,73,100,22,33,21,False,7603156719
52,100,109,123,10,41,25,26,111,98,True,7601875388
120,110,123,93,137,43,45,83,129,10,False,7601808463
26,86,15,13,82,4,19,65,74,43,False,7601734004
96,94,107,26,65,21,44,69,13,20,True,7601685777
53,52,20,48,129,126,70,100,69,21,True,7601619236
48,126,29,45,30,86,119,123,106,10,True,7601546936
95,14,123,65,106,48,20,59,49,76,True,7601504813
136,66,109,34,86,120,20,123,93,2,False,7601429067
13,91,2,93,123,19,20,129,82,39,True,7601371903
136,27,46,20,2,69,86,126,114,91,True,7601331258
49,2,123,66,120,98,112,96,136,93,True,7600142064
33,26,123,1,97,35,114,112,20,48,True,7600061500
46,92,136,20,10,96,61,26,21,93,False,7599984613
47,93,129,65,123,79,49,33,98,73,False,7599914834
43,20,74,123,41,79,93,126,65,49,True,7599763463
49,20,72,106,105,93,91,98,46,114,False,7599676340
105,49,82,58,56,86,74,98,79,41,False,7599599658
65,129,58,94,39,46,28,69,20,63,True,7598363787
98,83,97,19,15,96,119,111,106,82,True,7598306662
45,79,13,73,14,29,111,20,114,126,False,7598257555
89,14,43,5,88,93,121,29,71,76,True,7598179150
80,111,123,13,104,86,33,97,7,41,True,7598091207
74,5,96,19,43,126,70,45,105,72,True,7597987955
32,100,112,19,80,136,31,17,45,93,False,7597883889
43,59,26,135,89,33,119,14,106,49,True,7597786401
123,106,66,23,41,48,26,29,59,53,True,7596597208
123,96,75,10,114,70,121,20,14,49,True,7596414351
47,82,62,72,93,95,20,88,106,29,True,7596356076
1,20,66,97,13,14,49,26,85,48,False,7596295653
33,107,20,6,21,92,26,89,80,112,True,7596243508
83,123,63,19,120,49,65,66,129,35,False,7596112398
10,105,129,79,22,65,13,86,48,45,True,7596022171
35,129,65,21,20,69,26,41,53,106,True,7594732854
43,26,79,29,11,41,86,120,20,49,True,7594663963
93,74,20,53,69,94,79,98,96,85,False,7594595324
96,84,59,48,26,49,45,1,113,110,True,7594526375
13,49,26,82,123,41,21,74,114,75,False,7594453467
26,74,83,41,47,65,19,71,48,49,True,7594366417
41,69,1,3,22,94,53,65,32,13,True,7594270274
17,100,129,26,48,95,29,72,113,21,True,7594200668
112,136,91,123,13,63,26,29,45,39,False,7594090120
74,26,96,14,10,72,95,114,5,73,False,7592525805
4,60,76,66,123,93,49,111,26,96,False,7592442668
93,88,79,96,98,114,86,20,49,80,False,7592393885
15,80,47,65,19,20,111,49,25,95,True,7592351960
93,106,49,33,56,89,22,121,112,83,True,7592266377
18,112,49,13,26,72,66,71,98,47,False,7592217361
35,20,123,89,73,13,29,26,86,95,False,7592123476
90,3,112,21,113,12,123,98,38,19,True,7592046954
49,66,79,62,63,23,65,123,10,55,False,7591932823
72,19,129,1,26,73,29,123,105,23,False,7591836396
98,29,33,89,95,61,20,76,78,21,False,7590363422
114,86,63,3,96,19,66,49,69,121,True,7590267855
74,41,45,123,49,93,111,23,28,26,False,7588496499
113,63,30,93,98,49,3,58,19,129,True,7588449629
129,123,45,106,82,98,93,20,14,65,False,7588349513
41,106,88,33,58,19,22,45,18,60,True,7588264551
17,84,93,129,123,21,62,26,47,15,False,7588201346
47,14,62,10,35,65,120,66,49,25,False,7586901585
40,10,82,29,93,74,69,26,20,41,False,7586857657
48,105,13,96,129,10,14,87,113,112,True,7586793349
21,107,40,95,33,18,88,9,57,39,True,7585269210
21,33,65,48,29,73,20,98,123,23,True,7585194384
25,105,55,88,41,29,40,20,97,63,False,7585100807
10,114,103,106,28,102,100,93,13,20,False,7585045616
18,21,86,94,40,49,72,26,120,35,False,7583650046
136,123,98,94,96,86,93,121,100,69,False,7583596007
63,69,88,20,114,19,86,66,98,1,False,7583545181
73,33,104,86,13,21,20,93,90,137,True,7583496558
98,65,105,93,120,79,86,82,45,49,True,7583440699
73,36,85,128,2,48,33,14,105,120,True,7583359484
41,74,112,3,19,96,66,1,65,21,True,7583293624
59,72,135,1,123,65,29,49,45,44,False,7581905128
29,11,123,93,58,112,26,82,2,65,True,7580054200
98,51,85,138,80,45,28,90,20,48,False,7579996795
94,57,66,96,53,74,123,20,69,67,True,7579888637
82,39,111,105,96,72,97,3,135,136,True,7578217102
28,83,123,22,1,73,19,45,21,106,False,7578173345
95,49,62,83,120,94,58,96,59,136,True,7578087016
47,37,93,65,120,112,51,40,137,63,True,7577998393
49,58,4,65,106,93,76,20,62,98,True,7577910393
63,20,105,98,90,21,100,41,106,86,False,7577794632
15,123,97,80,71,90,49,67,19,69,True,7577681717
11,129,112,95,14,8,5,25,23,58,False,7577559586
20,62,21,10,106,39,14,83,43,41,False,7576382279
76,66,41,112,121,49,97,62,26,59,True,7576299117
41,97,21,123,19,29,11,49,111,62,False,7574368923
49,39,71,65,93,70,128,20,38,13,True,7574315876
6,28,113,86,112,63,26,106,54,129,True,7574240866
